42900, [2, 4, 6, 8], []
99900, [2, 4, 6, 8], []
100000, [2, 4, 6, 8], []
100100, [2, 4, 6, 8], []
100200, [2, 4, 6, 8], []
100300, [2, 4, 6, 8], []
100400, [2, 4, 6, 8], []
100500, [2, 4, 6, 8], []
100600, [2, 4, 6, 8], []
100700, [2, 4, 6, 8], []
100800, [2, 4, 6, 8], []
100900, [2, 4, 6, 8], []
100900, [2, 4, 6, 8], []
101100, [2, 4, 6, 8], []
101200, [2, 4, 6, 8], []
101300, [2, 4, 6, 8], []
101400, [2, 4, 6, 8], []
101500, [2, 4, 6, 8], []
101600, [2, 4, 6, 8], []
101700, [2, 4, 6, 8], []
101800, [2, 4, 6, 8], []
101900, [2, 4, 6, 8], []
102000, [2, 4, 6, 8], []
102100, [2, 4, 6, 8], []
102200, [2, 4, 6, 8], []
102300, [2, 4, 6, 8], []
102400, [2, 4, 6, 8], []
102400, [2, 4, 6, 8], []
102600, [2, 4, 6, 8], []
102700, [2, 4, 6, 8], []
102800, [2, 4, 6, 8], []
102900, [2, 4, 6, 8], []
103000, [2, 4, 6, 8], []
103100, [2, 4, 6, 8], []
103200, [2, 4, 6, 8], []
103300, [2, 4, 6, 8], []
103400, [2, 4, 6, 8], []
103500, [2, 4, 6, 8], []
103600, [2, 4, 6, 8], []
103700, [2, 4, 6, 8], []
103800, [2, 4, 6, 8], []
103900, [2, 4, 6, 8], []
104000, [2, 4, 6, 8], []
104100, [2, 4, 6, 8], []
104200, [2, 4, 6, 8], []
104300, [2, 4, 6, 8], []
104400, [2, 4, 6, 8], []
104500, [2, 4, 6, 8], []
104600, [2, 4, 6, 8], []
104700, [2, 4, 6, 8], []
104800, [2, 4, 6, 8], []
104800, [2, 4, 6, 8], []
105000, [2, 4, 6, 8], []
105100, [2, 4, 6, 8], []
105200, [2, 4, 6, 8], []
105300, [2, 4, 6, 8], []
105400, [2, 4, 6, 8], []
105500, [2, 4, 6, 8], []
105600, [2, 4, 6, 8], []
105700, [2, 4, 6, 8], []
105800, [2, 4, 6, 8], []
105900, [2, 4, 6, 8], []
106000, [2, 4, 6, 8], []
106100, [2, 4, 6, 8], []
106200, [2, 4, 6, 8], []
106300, [2, 4, 6, 8], []
106400, [2, 4, 6, 8], []
106500, [2, 4, 6, 8], []
106600, [2, 4, 6, 8], []
106700, [2, 4, 6, 8], []
106800, [2, 4, 6, 8], []
106900, [2, 4, 6, 8], []
107000, [2, 4, 6, 8], []
107100, [2, 4, 6, 8], []
107200, [2, 4, 6, 8], []
107300, [2, 4, 6, 8], []
107400, [2, 4, 6, 8], []
107500, [2, 4, 6, 8], []
107600, [2, 4, 6, 8], []
107700, [2, 4, 6, 8], []
107800, [2, 4, 6, 8], []
107900, [2, 4, 6, 8], []
108000, [2, 4, 6, 8], []
108100, [2, 4, 6, 8], []
108200, [2, 4, 6, 8], []
108300, [2, 4, 6, 8], []
108400, [2, 4, 6, 8], []
108500, [2, 4, 6, 8], []
108600, [2, 4, 6, 8], []
108700, [2, 4, 6, 8], []
108800, [2, 4, 6, 8], []
108900, [2, 4, 6, 8], []
109000, [2, 4, 6, 8], []
109100, [2, 4, 6, 8], []
109200, [2, 4, 6, 8], []
109300, [2, 4, 6, 8], []
109400, [2, 4, 6, 8], []
109400, [2, 4, 6, 8], []
109500, [2, 4, 6, 8], []
109600, [2, 4, 6, 8], []
109700, [2, 4, 6, 8], []
109800, [2, 4, 6, 8], []
109900, [2, 4, 6, 8], []
110000, [2, 4, 6, 8], []
110100, [2, 4, 6, 8], []
110200, [2, 4, 6, 8], []
110300, [2, 4, 6, 8], []
110400, [2, 4, 6, 8], []
110500, [2, 4, 6, 8], []
110600, [2, 4, 6, 8], []
110700, [2, 4, 6, 8], []
110800, [2, 4, 6, 8], []
110900, [2, 4, 6, 8], []
111000, [2, 4, 6, 8], []
111100, [2, 4, 6, 8], []
111200, [2, 4, 6, 8], []
111300, [2, 4, 6, 8], []
111400, [2, 4, 6, 8], []
111600, [2, 4, 6, 8], []
111600, [2, 4, 6, 8], []
111700, [2, 4, 6, 8], []
111800, [2, 4, 6, 8], []
111900, [2, 4, 6, 8], []
112000, [2, 4, 6, 8], []
112200, [2, 4, 6, 8], []
112200, [2, 4, 6, 8], []
112300, [2, 4, 6, 8], []
112400, [2, 4, 6, 8], []
112500, [2, 4, 6, 8], []
112600, [2, 4, 6, 8], []
112700, [2, 4, 6, 8], []
112800, [2, 4, 6, 8], []
112900, [2, 4, 6, 8], []
113000, [2, 4, 6, 8], []
113100, [2, 4, 6, 8], []
113200, [2, 4, 6, 8], []
113300, [2, 4, 6, 8], []
113400, [2, 4, 6, 8], []
113500, [2, 4, 6, 8], []
113600, [2, 4, 6, 8], []
113800, [2, 4, 6, 8], []
113800, [2, 4, 6, 8], []
113900, [2, 4, 6, 8], []
114000, [2, 4, 6, 8], []
114100, [2, 4, 6, 8], []
114200, [2, 4, 6, 8], []
114300, [2, 4, 6, 8], []
114400, [2, 4, 6, 8], []
114500, [2, 4, 6, 8], []
114600, [2, 4, 6, 8], []
114700, [2, 4, 6, 8], []
114800, [2, 4, 6, 8], []
114900, [2, 4, 6, 8], []
115000, [2, 4, 6, 8], []
115100, [2, 4, 6, 8], []
115200, [2, 4, 6, 8], []
115300, [2, 4, 6, 8], []
115400, [2, 4, 6, 8], []
115500, [2, 4, 6, 8], []
115600, [2, 4, 6, 8], []
115700, [2, 4, 6, 8], []
115900, [2, 4, 6, 8], []
115900, [2, 4, 6, 8], []
116000, [2, 4, 6, 8], []
116100, [2, 4, 6, 8], []
116200, [2, 4, 6, 8], []
116300, [2, 4, 6, 8], []
116400, [2, 4, 6, 8], []
116500, [2, 4, 6, 8], []
116600, [2, 4, 6, 8], []
116700, [2, 4, 6, 8], []
116800, [2, 4, 6, 8], []
116900, [2, 4, 6, 8], []
117000, [2, 4, 6, 8], []
117100, [2, 4, 6, 8], []
117200, [2, 4, 6, 8], []
117300, [2, 4, 6, 8], []
117400, [2, 4, 6, 8], []
117500, [2, 4, 6, 8], []
117600, [2, 4, 6, 8], []
117700, [2, 4, 6, 8], []
117900, [2, 4, 6, 8], []
118000, [2, 4, 6, 8], []
118000, [2, 4, 6, 8], []
118200, [2, 4, 6, 8], []
118300, [2, 4, 6, 8], []
118300, [2, 4, 6, 8], []
118500, [2, 4, 6, 8], []
118600, [2, 4, 6, 8], []
118700, [2, 4, 6, 8], []
118800, [2, 4, 6, 8], []
118900, [2, 4, 6, 8], []
119000, [2, 4, 6, 8], []
119000, [2, 4, 6, 8], []
119100, [2, 4, 6, 8], []
119300, [2, 4, 6, 8], []
119400, [2, 4, 6, 8], []
119500, [2, 4, 6, 8], []
119600, [2, 4, 6, 8], []
119700, [2, 4, 6, 8], []
119800, [2, 4, 6, 8], []
119900, [2, 4, 6, 8], []
120000, [2, 4, 6, 8], []
120100, [2, 4, 6, 8], []
120200, [2, 4, 6, 8], []
120300, [2, 4, 6, 8], []
120400, [2, 4, 6, 8], []
120500, [2, 4, 6, 8], []
120600, [2, 4, 6, 8], []
120700, [2, 4, 6, 8], []
120800, [2, 4, 6, 8], []
120900, [2, 4, 6, 8], []
121000, [2, 4, 6, 8], []
121100, [2, 4, 6, 8], []
121200, [2, 4, 6, 8], []
121300, [2, 4, 6, 8], []
121400, [2, 4, 6, 8], []
121500, [2, 4, 6, 8], []
121600, [2, 4, 6, 8], []
121700, [2, 4, 6, 8], []
121800, [2, 4, 6, 8], []
121900, [2, 4, 6, 8], []
122000, [2, 4, 6, 8], []
122100, [2, 4, 6, 8], []
122200, [2, 4, 6, 8], []
122200, [2, 4, 6, 8], []
122400, [2, 4, 6, 8], []
122500, [2, 4, 6, 8], []
122600, [2, 4, 6, 8], []
122700, [2, 4, 6, 8], []
122800, [2, 4, 6, 8], []
122900, [2, 4, 6, 8], []
123000, [2, 4, 6, 8], []
123100, [2, 4, 6, 8], []
123200, [2, 4, 6, 8], []
123300, [2, 4, 6, 8], []
123400, [2, 4, 6, 8], []
123500, [2, 4, 6, 8], []
123600, [2, 4, 6, 8], []
123700, [2, 4, 6, 8], []
123800, [2, 4, 6, 8], []
123900, [2, 4, 6, 8], []
124000, [2, 4, 6, 8], []
124100, [2, 4, 6, 8], []
124200, [2, 4, 6, 8], []
124300, [2, 4, 6, 8], []
124400, [2, 4, 6, 8], []
124500, [2, 4, 6, 8], []
124600, [2, 4, 6, 8], []
124700, [2, 4, 6, 8], []
124800, [2, 4, 6, 8], []
124900, [2, 4, 6, 8], []
125000, [2, 4, 6, 8], []
125100, [2, 4, 6, 8], []
125200, [2, 4, 6, 8], []
125300, [2, 4, 6, 8], []
125400, [2, 4, 6, 8], []
125500, [2, 4, 6, 8], []
125600, [2, 4, 6, 8], []
125700, [2, 4, 6, 8], []
125800, [2, 4, 6, 8], []
125900, [2, 4, 6, 8], []
126000, [2, 4, 6, 8], []
126100, [2, 4, 6, 8], []
126200, [2, 4, 6, 8], []
126300, [2, 4, 6, 8], []
126400, [2, 4, 6, 8], []
126500, [2, 4, 6, 8], []
126600, [2, 4, 6, 8], []
126700, [2, 4, 6, 8], []
126800, [2, 4, 6, 8], []
126900, [2, 4, 6, 8], []
127000, [2, 4, 6, 8], []
127100, [2, 4, 6, 8], []
127200, [2, 4, 6, 8], []
127300, [2, 4, 6, 8], []
127400, [2, 4, 6, 8], []
127500, [2, 4, 6, 8], []
127600, [2, 4, 6, 8], []
127600, [2, 4, 6, 8], []
127800, [2, 4, 6, 8], []
127900, [2, 4, 6, 8], []
128000, [2, 4, 6, 8], []
128100, [2, 4, 6, 8], []
128200, [2, 4, 6, 8], []
128300, [2, 4, 6, 8], []
128400, [2, 4, 6, 8], []
128500, [2, 4, 6, 8], []
128600, [2, 4, 6, 8], []
128700, [2, 4, 6, 8], []
128800, [2, 4, 6, 8], []
128900, [2, 4, 6, 8], []
129000, [2, 4, 6, 8], []
129000, [2, 4, 6, 8], []
129200, [2, 4, 6, 8], []
129300, [2, 4, 6, 8], []
129400, [2, 4, 6, 8], []
129500, [2, 4, 6, 8], []
129600, [2, 4, 6, 8], []
129700, [2, 4, 6, 8], []
129800, [2, 4, 6, 8], []
129900, [2, 4, 6, 8], []
130000, [2, 4, 6, 8], []
130100, [2, 4, 6, 8], []
130200, [2, 4, 6, 8], []
130300, [2, 4, 6, 8], []
130400, [2, 4, 6, 8], []
130500, [2, 4, 6, 8], []
130600, [2, 4, 6, 8], []
130700, [2, 4, 6, 8], []
130800, [2, 4, 6, 8], []
130900, [2, 4, 6, 8], []
131000, [2, 4, 6, 8], []
131100, [2, 4, 6, 8], []
131200, [2, 4, 6, 8], []
131300, [2, 4, 6, 8], []
131400, [2, 4, 6, 8], []
131500, [2, 4, 6, 8], []
131600, [2, 4, 6, 8], []
131600, [2, 4, 6, 8], []
131800, [2, 4, 6, 8], []
131900, [2, 4, 6, 8], []
132000, [2, 4, 6, 8], []
132100, [2, 4, 6, 8], []
132200, [2, 4, 6, 8], []
132300, [2, 4, 6, 8], []
132300, [2, 4, 6, 8], []
132500, [2, 4, 6, 8], []
132600, [2, 4, 6, 8], []
132600, [2, 4, 6, 8], []
132800, [2, 4, 6, 8], []
132900, [2, 4, 6, 8], []
133000, [2, 4, 6, 8], []
133100, [2, 4, 6, 8], []
133200, [2, 4, 6, 8], []
133300, [2, 4, 6, 8], []
133400, [2, 4, 6, 8], []
133500, [2, 4, 6, 8], []
133600, [2, 4, 6, 8], []
133700, [2, 4, 6, 8], []
133800, [2, 4, 6, 8], []
133900, [2, 4, 6, 8], []
134000, [2, 4, 6, 8], []
134100, [2, 4, 6, 8], []
134200, [2, 4, 6, 8], []
134300, [2, 4, 6, 8], []
134400, [2, 4, 6, 8], []
134500, [2, 4, 6, 8], []
134600, [2, 4, 6, 8], []
134700, [2, 4, 6, 8], []
134800, [2, 4, 6, 8], []
134900, [2, 4, 6, 8], []
135000, [2, 4, 6, 8], []
135100, [2, 4, 6, 8], []
135200, [2, 4, 6, 8], []
135300, [2, 4, 6, 8], []
135400, [2, 4, 6, 8], []
135500, [2, 4, 6, 8], []
135600, [2, 4, 6, 8], []
135700, [2, 4, 6, 8], []
135800, [2, 4, 6, 8], []
135900, [2, 4, 6, 8], []
136000, [2, 4, 6, 8], []
136100, [2, 4, 6, 8], []
136200, [2, 4, 6, 8], []
136300, [2, 4, 6, 8], []
136400, [2, 4, 6, 8], []
136500, [2, 4, 6, 8], []
136600, [2, 4, 6, 8], []
136700, [2, 4, 6, 8], []
136800, [2, 4, 6, 8], []
136900, [2, 4, 6, 8], []
137000, [2, 4, 6, 8], []
137100, [2, 4, 6, 8], []
137200, [2, 4, 6, 8], []
137300, [2, 4, 6, 8], []
137400, [2, 4, 6, 8], []
137500, [2, 4, 6, 8], []
137600, [2, 4, 6, 8], []
137700, [2, 4, 6, 8], []
137800, [2, 4, 6, 8], []
137900, [2, 4, 6, 8], []
138000, [2, 4, 6, 8], []
138100, [2, 4, 6, 8], []
138200, [2, 4, 6, 8], []
138300, [2, 4, 6, 8], []
138400, [2, 4, 6, 8], []
138500, [2, 4, 6, 8], []
138600, [2, 4, 6, 8], []
138700, [2, 4, 6, 8], []
138800, [2, 4, 6, 8], []
138900, [2, 4, 6, 8], []
139000, [2, 4, 6, 8], []
139100, [2, 4, 6, 8], []
139200, [2, 4, 6, 8], []
139300, [2, 4, 6, 8], []
139400, [2, 4, 6, 8], []
139500, [2, 4, 6, 8], []
139600, [2, 4, 6, 8], []
139700, [2, 4, 6, 8], []
139800, [2, 4, 6, 8], []
139900, [2, 4, 6, 8], []
140000, [2, 4, 6, 8], []
140100, [2, 4, 6, 8], []
140200, [2, 4, 6, 8], []
140300, [2, 4, 6, 8], []
140400, [2, 4, 6, 8], []
140500, [2, 4, 6, 8], []
140600, [2, 4, 6, 8], []
140700, [2, 4, 6, 8], []
140800, [2, 4, 6, 8], []
140900, [2, 4, 6, 8], []
141000, [2, 4, 6, 8], []
141100, [2, 4, 6, 8], []
141200, [2, 4, 6, 8], []
141300, [2, 4, 6, 8], []
141400, [2, 4, 6, 8], []
141500, [2, 4, 6, 8], []
141600, [2, 4, 6, 8], []
141700, [2, 4, 6, 8], []
141800, [2, 4, 6, 8], []
141900, [2, 4, 6, 8], []
142000, [2, 4, 6, 8], []
142100, [2, 4, 6, 8], []
142200, [2, 4, 6, 8], []
142300, [2, 4, 6, 8], []
142400, [2, 4, 6, 8], []
142400, [2, 4, 6, 8], []
142500, [2, 4, 6, 8], []
142600, [2, 4, 6, 8], []
142700, [2, 4, 6, 8], []
142800, [2, 4, 6, 8], []
142900, [2, 4, 6, 8], []
143000, [2, 4, 6, 8], []
143100, [2, 4, 6, 8], []
143200, [2, 4, 6, 8], []
143300, [2, 4, 6, 8], []
143400, [2, 4, 6, 8], []
143500, [2, 4, 6, 8], []
143600, [2, 4, 6, 8], []
143700, [2, 4, 6, 8], []
143800, [2, 4, 6, 8], []
143900, [2, 4, 6, 8], []
144000, [2, 4, 6, 8], []
144100, [2, 4, 6, 8], []
144200, [2, 4, 6, 8], []
144300, [2, 4, 6, 8], []
144400, [2, 4, 6, 8], []
144500, [2, 4, 6, 8], []
144700, [2, 4, 6, 8], []
144700, [2, 4, 6, 8], []
144800, [2, 4, 6, 8], []
144900, [2, 4, 6, 8], []
145000, [2, 4, 6, 8], []
145100, [2, 4, 6, 8], []
145200, [2, 4, 6, 8], []
145300, [2, 4, 6, 8], []
145400, [2, 4, 6, 8], []
145500, [2, 4, 6, 8], []
145600, [2, 4, 6, 8], []
145700, [2, 4, 6, 8], []
145800, [2, 4, 6, 8], []
145900, [2, 4, 6, 8], []
146000, [2, 4, 6, 8], []
146100, [2, 4, 6, 8], []
146200, [2, 4, 6, 8], []
146300, [2, 4, 6, 8], []
146400, [2, 4, 6, 8], []
146500, [2, 4, 6, 8], []
146600, [2, 4, 6, 8], []
146700, [2, 4, 6, 8], []
146900, [2, 4, 6, 8], []
146900, [2, 4, 6, 8], []
147000, [2, 4, 6, 8], []
147100, [2, 4, 6, 8], []
147200, [2, 4, 6, 8], []
147300, [2, 4, 6, 8], []
147400, [2, 4, 6, 8], []
147500, [2, 4, 6, 8], []
147600, [2, 4, 6, 8], []
147700, [2, 4, 6, 8], []
147800, [2, 4, 6, 8], []
147900, [2, 4, 6, 8], []
148000, [2, 4, 6, 8], []
148100, [2, 4, 6, 8], []
148200, [2, 4, 6, 8], []
148300, [2, 4, 6, 8], []
148400, [2, 4, 6, 8], []
148500, [2, 4, 6, 8], []
148600, [2, 4, 6, 8], []
148700, [2, 4, 6, 8], []
148800, [2, 4, 6, 8], []
148900, [2, 4, 6, 8], []
149100, [2, 4, 6, 8], []
149100, [2, 4, 6, 8], []
149200, [2, 4, 6, 8], []
149300, [2, 4, 6, 8], []
149400, [2, 4, 6, 8], []
149500, [2, 4, 6, 8], []
149700, [2, 4, 6, 8], []
149700, [2, 4, 6, 8], []
149800, [2, 4, 6, 8], []
149900, [2, 4, 6, 8], []
150000, [2, 4, 6, 8], []
150100, [2, 4, 6, 8], []
150200, [2, 4, 6, 8], []
150300, [2, 4, 6, 8], []
150400, [2, 4, 6, 8], []
150500, [2, 4, 6, 8], []
150600, [2, 4, 6, 8], []
150700, [2, 4, 6, 8], []
150800, [2, 4, 6, 8], []
150900, [2, 4, 6, 8], []
151000, [2, 4, 6, 8], []
151200, [2, 4, 6, 8], []
151200, [2, 4, 6, 8], []
151300, [2, 4, 6, 8], []
151400, [2, 4, 6, 8], []
151500, [2, 4, 6, 8], []
151600, [2, 4, 6, 8], []
151700, [2, 4, 6, 8], []
151800, [2, 4, 6, 8], []
151900, [2, 4, 6, 8], []
152000, [2, 4, 6, 8], []
152100, [2, 4, 6, 8], []
152200, [2, 4, 6, 8], []
152300, [2, 4, 6, 8], []
152400, [2, 4, 6, 8], []
152500, [2, 4, 6, 8], []
152600, [2, 4, 6, 8], []
152700, [2, 4, 6, 8], []
152800, [2, 4, 6, 8], []
152900, [2, 4, 6, 8], []
153000, [2, 4, 6, 8], []
153100, [2, 4, 6, 8], []
153200, [2, 4, 6, 8], []
153300, [2, 4, 6, 8], []
153500, [2, 4, 6, 8], []
153500, [2, 4, 6, 8], []
153600, [2, 4, 6, 8], []
153700, [2, 4, 6, 8], []
153800, [2, 4, 6, 8], []
153900, [2, 4, 6, 8], []
154000, [2, 4, 6, 8], []
154100, [2, 4, 6, 8], []
154200, [2, 4, 6, 8], []
154300, [2, 4, 6, 8], []
154400, [2, 4, 6, 8], []
154500, [2, 4, 6, 8], []
154600, [2, 4, 6, 8], []
154700, [2, 4, 6, 8], []
154800, [2, 4, 6, 8], []
154900, [2, 4, 6, 8], []
155000, [2, 4, 6, 8], []
155100, [2, 4, 6, 8], []
155200, [2, 4, 6, 8], []
155300, [2, 4, 6, 8], []
155400, [2, 4, 6, 8], []
155600, [2, 4, 6, 8], []
155600, [2, 4, 6, 8], []
155700, [2, 4, 6, 8], []
155800, [2, 4, 6, 8], []
155900, [2, 4, 6, 8], []
156000, [2, 4, 6, 8], []
156200, [2, 4, 6, 8], []
156300, [2, 4, 6, 8], []
156300, [2, 4, 6, 8], []
156400, [2, 4, 6, 8], []
156500, [2, 4, 6, 8], []
156600, [2, 4, 6, 8], []
156700, [2, 4, 6, 8], []
156800, [2, 4, 6, 8], []
156900, [2, 4, 6, 8], []
157000, [2, 4, 6, 8], []
157100, [2, 4, 6, 8], []
157200, [2, 4, 6, 8], []
157300, [2, 4, 6, 8], []
157400, [2, 4, 6, 8], []
157500, [2, 4, 6, 8], []
157700, [2, 4, 6, 8], []
157800, [2, 4, 6, 8], []
157800, [2, 4, 6, 8], []
158000, [2, 4, 6, 8], []
158100, [2, 4, 6, 8], []
158100, [2, 4, 6, 8], []
158300, [2, 4, 6, 8], []
158400, [2, 4, 6, 8], []
158400, [2, 4, 6, 8], []
158600, [2, 4, 6, 8], []
158600, [2, 4, 6, 8], []
158800, [2, 4, 6, 8], []
158900, [2, 4, 6, 8], []
159000, [2, 4, 6, 8], []
159100, [2, 4, 6, 8], []
159100, [2, 4, 6, 8], []
159300, [2, 4, 6, 8], []
159300, [2, 4, 6, 8], []
159500, [2, 4, 6, 8], []
159600, [2, 4, 6, 8], []
159600, [2, 4, 6, 8], []
159800, [2, 4, 6, 8], []
159900, [2, 4, 6, 8], []
159900, [2, 4, 6, 8], []
160100, [2, 4, 6, 8], []
160200, [2, 4, 6, 8], []
160300, [2, 4, 6, 8], []
160400, [2, 4, 6, 8], []
160500, [2, 4, 6, 8], []
160600, [2, 4, 6, 8], []
160700, [2, 4, 6, 8], []
160800, [2, 4, 6, 8], []
160900, [2, 4, 6, 8], []
161000, [2, 4, 6, 8], []
161100, [2, 4, 6, 8], []
161200, [2, 4, 6, 8], []
161300, [2, 4, 6, 8], []
161400, [2, 4, 6, 8], []
161500, [2, 4, 6, 8], []
161600, [2, 4, 6, 8], []
161700, [2, 4, 6, 8], []
161700, [2, 4, 6, 8], []
161900, [2, 4, 6, 8], []
162000, [2, 4, 6, 8], []
162000, [2, 4, 6, 8], []
162200, [2, 4, 6, 8], []
162300, [2, 4, 6, 8], []
162400, [2, 4, 6, 8], []
162500, [2, 4, 6, 8], []
162600, [2, 4, 6, 8], []
162700, [2, 4, 6, 8], []
162800, [2, 4, 6, 8], []
162900, [2, 4, 6, 8], []
163000, [2, 4, 6, 8], []
163100, [2, 4, 6, 8], []
163200, [2, 4, 6, 8], []
163300, [2, 4, 6, 8], []
163400, [2, 4, 6, 8], []
163500, [2, 4, 6, 8], []
163600, [2, 4, 6, 8], []
163700, [2, 4, 6, 8], []
163800, [2, 4, 6, 8], []
163900, [2, 4, 6, 8], []
164000, [2, 4, 6, 8], []
164100, [2, 4, 6, 8], []
164200, [2, 4, 6, 8], []
164300, [2, 4, 6, 8], []
164400, [2, 4, 6, 8], []
164500, [2, 4, 6, 8], []
164600, [2, 4, 6, 8], []
164700, [2, 4, 6, 8], []
164800, [2, 4, 6, 8], []
164900, [2, 4, 6, 8], []
165000, [2, 4, 6, 8], []
165100, [2, 4, 6, 8], []
165200, [2, 4, 6, 8], []
165300, [2, 4, 6, 8], []
165400, [2, 4, 6, 8], []
165500, [2, 4, 6, 8], []
165600, [2, 4, 6, 8], []
165700, [2, 4, 6, 8], []
165800, [2, 4, 6, 8], []
165900, [2, 4, 6, 8], []
166000, [2, 4, 6, 8], []
166100, [2, 4, 6, 8], []
166200, [2, 4, 6, 8], []
166300, [2, 4, 6, 8], []
166400, [2, 4, 6, 8], []
166500, [2, 4, 6, 8], []
166600, [2, 4, 6, 8], []
166700, [2, 4, 6, 8], []
166800, [2, 4, 6, 8], []
166900, [2, 4, 6, 8], []
167000, [2, 4, 6, 8], []
167100, [2, 4, 6, 8], []
167200, [2, 4, 6, 8], []
167300, [2, 4, 6, 8], []
167400, [2, 4, 6, 8], []
167500, [2, 4, 6, 8], []
167600, [2, 4, 6, 8], []
167700, [2, 4, 6, 8], []
167800, [2, 4, 6, 8], []
167900, [2, 4, 6, 8], []
168000, [2, 4, 6, 8], []
168100, [2, 4, 6, 8], []
168200, [2, 4, 6, 8], []
168300, [2, 4, 6, 8], []
168400, [2, 4, 6, 8], []
168500, [2, 4, 6, 8], []
168600, [2, 4, 6, 8], []
168700, [2, 4, 6, 8], []
168800, [2, 4, 6, 8], []
168900, [2, 4, 6, 8], []
169000, [2, 4, 6, 8], []
169100, [2, 4, 6, 8], []
169200, [2, 4, 6, 8], []
169300, [2, 4, 6, 8], []
169300, [2, 4, 6, 8], []
169500, [2, 4, 6, 8], []
169600, [2, 4, 6, 8], []
169700, [2, 4, 6, 8], []
169800, [2, 4, 6, 8], []
169900, [2, 4, 6, 8], []
169900, [2, 4, 6, 8], []
170100, [2, 4, 6, 8], []
170200, [2, 4, 6, 8], []
170200, [2, 4, 6, 8], []
170400, [2, 4, 6, 8], []
170500, [2, 4, 6, 8], []
170500, [2, 4, 6, 8], []
170700, [2, 4, 6, 8], []
170800, [2, 4, 6, 8], []
170800, [2, 4, 6, 8], []
171000, [2, 4, 6, 8], []
171100, [2, 4, 6, 8], []
171200, [2, 4, 6, 8], []
171300, [2, 4, 6, 8], []
171400, [2, 4, 6, 8], []
171500, [2, 4, 6, 8], []
171600, [2, 4, 6, 8], []
171700, [2, 4, 6, 8], []
171800, [2, 4, 6, 8], []
171900, [2, 4, 6, 8], []
172000, [2, 4, 6, 8], []
172100, [2, 4, 6, 8], []
172200, [2, 4, 6, 8], []
172300, [2, 4, 6, 8], []
172400, [2, 4, 6, 8], []
172500, [2, 4, 6, 8], []
172600, [2, 4, 6, 8], []
172700, [2, 4, 6, 8], []
172800, [2, 4, 6, 8], []
172900, [2, 4, 6, 8], []
173000, [2, 4, 6, 8], []
173100, [2, 4, 6, 8], []
173200, [2, 4, 6, 8], []
173300, [2, 4, 6, 8], []
173400, [2, 4, 6, 8], []
173500, [2, 4, 6, 8], []
173600, [2, 4, 6, 8], []
173700, [2, 4, 6, 8], []
173800, [2, 4, 6, 8], []
173900, [2, 4, 6, 8], []
174000, [2, 4, 6, 8], []
174100, [2, 4, 6, 8], []
174200, [2, 4, 6, 8], []
174300, [2, 4, 6, 8], []
174400, [2, 4, 6, 8], []
174500, [2, 4, 6, 8], []
174600, [2, 4, 6, 8], []
174700, [2, 4, 6, 8], []
174800, [2, 4, 6, 8], []
174900, [2, 4, 6, 8], []
175000, [2, 4, 6, 8], []
175100, [2, 4, 6, 8], []
175200, [2, 4, 6, 8], []
175300, [2, 4, 6, 8], []
175400, [2, 4, 6, 8], []
175400, [2, 4, 6, 8], []
175500, [2, 4, 6, 8], []
175600, [2, 4, 6, 8], []
175800, [2, 4, 6, 8], []
175900, [2, 4, 6, 8], []
175900, [2, 4, 6, 8], []
176100, [2, 4, 6, 8], []
176100, [2, 4, 6, 8], []
176200, [2, 4, 6, 8], []
176300, [2, 4, 6, 8], []
176400, [2, 4, 6, 8], []
176500, [2, 4, 6, 8], []
176700, [2, 4, 6, 8], []
176700, [2, 4, 6, 8], []
176800, [2, 4, 6, 8], []
177000, [2, 4, 6, 8], []
177000, [2, 4, 6, 8], []
177100, [2, 4, 6, 8], []
177200, [2, 4, 6, 8], []
177300, [2, 4, 6, 8], []
177400, [2, 4, 6, 8], []
177500, [2, 4, 6, 8], []
177700, [2, 4, 6, 8], []
177800, [2, 4, 6, 8], []
177900, [2, 4, 6, 8], []
178000, [2, 4, 6, 8], []
178100, [2, 4, 6, 8], []
178200, [2, 4, 6, 8], []
178300, [2, 4, 6, 8], []
178400, [2, 4, 6, 8], []
178500, [2, 4, 6, 8], []
178600, [2, 4, 6, 8], []
178700, [2, 4, 6, 8], []
178800, [2, 4, 6, 8], []
178900, [2, 4, 6, 8], []
179000, [2, 4, 6, 8], []
179100, [2, 4, 6, 8], []
179200, [2, 4, 6, 8], []
179300, [2, 4, 6, 8], []
179400, [2, 4, 6, 8], []
179500, [2, 4, 6, 8], []
179600, [2, 4, 6, 8], []
179700, [2, 4, 6, 8], []
179800, [2, 4, 6, 8], []
179900, [2, 4, 6, 8], []
180000, [2, 4, 6, 8], []
180100, [2, 4, 6, 8], []
180200, [2, 4, 6, 8], []
180300, [2, 4, 6, 8], []
180400, [2, 4, 6, 8], []
180500, [2, 4, 6, 8], []
180600, [2, 4, 6, 8], []
180700, [2, 4, 6, 8], []
180800, [2, 4, 6, 8], []
180800, [2, 4, 6, 8], []
181000, [2, 4, 6, 8], []
181100, [2, 4, 6, 8], []
181200, [2, 4, 6, 8], []
181300, [2, 4, 6, 8], []
181400, [2, 4, 6, 8], []
181400, [2, 4, 6, 8], []
181600, [2, 4, 6, 8], []
181700, [2, 4, 6, 8], []
181700, [2, 4, 6, 8], []
181900, [2, 4, 6, 8], []
182000, [2, 4, 6, 8], []
